video_name,frame,fingertip,tip2dip,tip2pip,tip2mcp,tip2wrist,disp,velocity_size,velocity_disp,acceleration_disp,distance_cm,is_hovering,video_index
Chopin - Marche Funèbre (Funeral March).mp4,100,index,6.4031242374328485,19.313207915827967,50.08991914547278,120.01666550941998,0.0,48.9557292020384,0.0,0.0,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,101,index,6.708203932499369,17.204650534085253,46.52956049652737,119.2057045614848,6.0,48.1838795415938,3.0,-3.0,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,102,index,7.615773105863909,17.69180601295413,45.35416188179427,119.26860441876563,5.830951894845301,47.950115146010695,3.9436506316151,-0.9436506316151,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,103,index,7.280109889280518,17.69180601295413,42.44997055358225,119.2057045614848,6.324555320336759,47.62681079808938,4.538876803795515,-0.5952261721804146,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,104,index,6.0,14.422205101855956,40.024992192379,116.21101496846155,4.242640687119285,46.93435925160633,4.479629580460268,0.0592472233352463,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,105,index,8.06225774829855,19.4164878389476,47.51841748206689,124.14507642270796,5.385164807134504,47.40955935517282,4.630552118239308,-0.1509225377790395,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,106,index,8.54400374531753,19.849433241279208,47.8539444560216,124.1974234837422,3.0,47.79550819466101,4.397616101347978,0.2329360168913297,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,107,index,8.94427190999916,20.615528128088304,49.8196748283246,125.19584657647394,1.0,48.21404846541857,3.972914088679481,0.4247020126684973,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,108,index,10.295630140987,22.67156809750927,50.44799302251776,128.3160161476345,2.0,48.73835439727897,3.7537014121595385,0.2192126765199424,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,109,index,9.486832980505138,21.2602916254693,48.76474136094644,125.4830665866913,4.47213595499958,48.989392271391374,3.8255448664435434,-0.071843454284004,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,110,index,10.44030650891055,22.02271554554524,49.04079934095692,125.67418191498204,1.4142135623730951,49.24440214013749,3.606332929709865,0.2192119367336773,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,111,index,10.44030650891055,22.20360331117452,50.28916384272063,126.77539193392384,1.4142135623730951,49.50962832839124,3.4236563157651343,0.1826766139447309,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,112,index,10.04987562112089,21.633307652783937,49.64876634922564,125.78155667664475,2.0,49.68414742427989,3.3141442914755084,0.1095120242896259,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,113,index,10.04987562112089,21.633307652783937,49.64876634922564,125.89678312014172,0.0,49.83579283581833,3.0774196992272578,0.2367245922482506,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,114,index,10.198039027185567,21.633307652783937,50.92150822589606,127.01181047445942,1.0,50.009484403102526,2.938925052612108,0.1384946466151504,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,115,index,10.770329614269007,24.08318915758459,53.45091205957107,129.8691649314802,2.23606797749979,50.292854061704006,2.894996485417588,0.0439285671945195,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,116,index,10.770329614269007,23.43074902771996,52.49761899362675,128.87590930814028,2.0,50.50466568960018,2.8423496333342,0.0526468520833875,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,117,index,11.40175425099138,23.43074902771996,52.81098370604357,128.1327436684316,1.4142135623730951,50.69574302147221,2.7630087405030275,0.0793408928311727,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,118,index,11.40175425099138,24.20743687382041,52.81098370604357,128.1327436684316,1.0,50.87692652691165,2.670218806792342,0.0927899337106854,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,119,index,11.40175425099138,22.80350850198276,52.81098370604357,127.27922061357856,1.0,51.01177353897352,2.5867078664527248,0.0835109403396172,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,120,index,10.770329614269007,23.43074902771996,53.75872022286245,128.2692480682724,0.0,51.15679678632149,2.463531301383548,0.1231765650691771,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,121,index,10.44030650891055,22.80350850198276,52.81098370604357,127.1416532848303,2.0,51.25417479605424,2.4424616967752044,0.0210696046083431,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,122,index,11.180339887498947,23.021728866442675,52.20153254455275,126.28935030318272,2.23606797749979,51.337612322330976,2.433488056806708,0.0089736399684965,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,123,index,11.180339887498947,23.600847442411894,53.14132102234569,127.4244874425634,1.4142135623730951,51.44174301509656,2.3910182862053078,0.0424697706014005,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,124,index,10.04987562112089,21.95449840010015,50.59644256269407,126.28935030318272,3.1622776601683795,51.47297496336368,2.4218686611638303,-0.0308503749585229,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,125,index,10.63014581273465,24.413111231467404,53.36665625650534,131.54847015454038,9.433981132056603,51.71432962983462,2.7992279064460943,-0.377359245282264,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,126,index,13.892443989449804,32.69556544854363,66.94027188471824,144.00694427700353,13.341664064126334,52.3932006905858,3.0928944690111475,-0.2936665625650532,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,127,index,13.892443989449804,32.69556544854363,67.91170738539859,145.0,0.0,53.08889440462595,2.859656393217336,0.2332380757938121,115.8625,False,0
Chopin - Marche Funèbre (Funeral March).mp4,128,index,13.892443989449804,32.31098884280702,65.5133574166368,143.8923208513922,2.23606797749979,53.77870960545579,2.696116899503857,0.1635394937134782,115.8625,False,0
Chopin - Marche Funèbre (Funeral March).mp4,129,index,15.264337522473747,32.69556544854363,66.70832032063167,144.00694427700353,1.0,54.59887915851535,2.566411272019086,0.1297056274847712,115.8625,False,0
Chopin - Marche Funèbre (Funeral March).mp4,130,index,13.892443989449804,32.31098884280702,66.49060083951716,144.88616221019868,1.0,55.18325872241487,2.391004679733706,0.17540659228538,115.8625,False,0
Chopin - Marche Funèbre (Funeral March).mp4,131,index,14.866068747318506,33.24154027718932,67.7421582177598,146.4923206178399,5.385164807134504,55.802231551752335,2.486411272019086,-0.0954065922853799,115.8625,False,0
Chopin - Marche Funèbre (Funeral March).mp4,132,index,13.41640786499874,31.622776601683796,65.92419889539804,144.6789549312546,3.0,56.31290172025683,2.566411272019086,-0.08,115.8625,False,0
Chopin - Marche Funèbre (Funeral March).mp4,133,index,13.892443989449804,31.38470965295043,65.5133574166368,144.12841496387864,3.0,56.7447789063995,2.606411272019086,-0.04,115.8625,False,0
Chopin - Marche Funèbre (Funeral March).mp4,134,index,13.41640786499874,32.31098884280702,64.76109943476871,144.25671561490648,1.0,57.2422816984382,2.4675258338191024,0.1388854381999835,115.8625,False,0
Chopin - Marche Funèbre (Funeral March).mp4,135,index,12.529964086141668,29.546573405388315,60.166435825965294,140.57738082636197,1.0,57.59870520677281,2.450957291324179,0.0165685424949235,115.8625,False,0
Chopin - Marche Funèbre (Funeral March).mp4,136,index,11.180339887498947,27.85677655436824,58.9406481131655,137.46272221951665,3.605551275463989,57.85602541855101,2.538610799847815,-0.087653508523636,115.8625,False,0
Chopin - Marche Funèbre (Funeral March).mp4,137,index,7.810249675906654,20.615528128088304,47.92702786528704,120.83873551142447,10.44030650891055,57.756805767360326,2.8762230602042367,-0.3376122603564218,115.8625,False,0
Chopin - Marche Funèbre (Funeral March).mp4,138,index,4.242640687119285,14.212670403551895,39.21734310225516,110.47624178980746,5.0,57.36600739975494,3.0762230602042364,-0.1999999999999997,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,139,index,4.47213595499958,11.40175425099138,35.05709628591621,113.017697729161,6.324555320336759,56.907847588162376,3.2892052730177066,-0.2129822128134701,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,140,index,8.602325267042627,14.0,28.16025568065745,106.00471687618432,9.219544457292889,56.29378460877218,3.568544332209431,-0.2793390591917242,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,141,index,8.246211251235321,13.892443989449804,39.20459156782532,114.0175425099138,8.94427190999916,55.89164643251885,3.846315208609397,-0.2777708763999662,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,142,index,10.04987562112089,26.0768096208106,56.753854494650845,135.83077707206124,17.72004514666935,56.02099729407343,4.498548471981247,-0.6522332633718495,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,143,index,12.041594578792296,29.61418578992169,61.98386886924694,139.04315876734103,2.0,56.282296189133575,4.538548471981247,-0.04,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,144,index,10.04987562112089,25.70992026436488,55.97320787662612,131.97348218486923,9.848857801796104,56.37640637787741,4.89250278405309,-0.3539543120718438,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,145,index,11.04536101718726,27.459060435491963,57.56735185849702,135.94484175576503,2.23606797749979,56.53428205921559,4.981945503153082,-0.089442719099992,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,146,index,11.180339887498947,27.65863337187866,58.52349955359813,136.93794214898952,1.0,56.745321688817576,4.941945503153082,0.04,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,147,index,11.0,27.16615541441225,56.753854494650845,136.61991070118586,2.23606797749979,56.933791378903294,4.941945503153082,0.0,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,148,index,12.041594578792296,28.284271247461906,58.9406481131655,138.61096637712328,1.4142135623730951,57.159096224120525,4.941945503153082,0.0,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,149,index,12.0,28.16025568065745,57.723478758647246,137.6154061142865,1.4142135623730951,57.425185960785456,4.872022939241271,0.0699225639118115,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,150,index,13.0,30.14962686336267,60.63827174318213,138.52075656738234,1.0,57.64868867797225,4.534663693959007,0.337359245282264,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,151,index,12.041594578792296,28.0713376952364,59.43904440685432,136.444127759314,3.605551275463989,57.43329746637707,4.1452191824125135,0.3894445115464933,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,152,index,9.848857801796104,26.476404589747453,55.22680508593631,132.1854757528224,6.708203932499369,57.07567573044617,4.413547339712489,-0.2683281572999751,115.8625,True,0
Chopin - Marche Funèbre (Funeral March).mp4,153,index,10.44030650891055,27.16615541441225,57.3149195236284,134.13426109685773,3.1622776601683795,56.810141044881405,4.450595727019232,-0.0370483873067435,115.8625,False,0
Chopin - Marche Funèbre (Funeral March).mp4,154,index,10.770329614269007,27.16615541441225,57.3149195236284,133.13526955694348,1.0,56.50725611028741,4.450595727019232,0.0,115.8625,False,0
